ExerciseKey,ContentId,Instruction,NotesToRead,AllAnswers,PossibleAnswers,CorrectAnswer
tonleitern_moll_harmonisch_lesen,1,"Bestimme die Tonleiter (Achte auf das Vorzeichen an der Note!)","X:1 % L:1/4 % K:Am % A B c d e f ^g a","a Moll (nat.),a Moll (harm.),a Moll (mel.),c Moll (harm.)","a Moll (nat.),a Moll (harm.),a Moll (mel.),c Moll (harm.)","a Moll (harm.)"
tonleitern_moll_harmonisch_lesen,2,"Bestimme die Tonleiter (Achte auf das Vorzeichen an der Note!)","X:1 % L:1/4 % K:Em % E F G A B c ^d e","e Moll (nat.),e Moll (harm.),e Moll (mel.),h Moll (harm.)","e Moll (nat.),e Moll (harm.),e Moll (mel.),h Moll (harm.)","e Moll (harm.)"
tonleitern_moll_harmonisch_lesen,3,"Bestimme die Tonleiter (Achte auf das Vorzeichen an der Note!)","X:1 % L:1/4 % K:Dm % D E F G A B ^c d","d Moll (nat.),d Moll (harm.),d Moll (mel.),g Moll (harm.)","d Moll (nat.),d Moll (harm.),d Moll (mel.),g Moll (harm.)","d Moll (harm.)"
tonleitern_moll_melodisch_lesen,1,"Bestimme die Tonleiter (Achte auf die Vorzeichen an den Noten!)","X:1 % L:1/4 % K:Am % A B c d e ^f ^g a","a Moll (nat.),a Moll (harm.),a Moll (mel.),e Moll (mel.)","a Moll (nat.),a Moll (harm.),a Moll (mel.),e Moll (mel.)","a Moll (mel.)"
tonleitern_moll_melodisch_lesen,2,"Bestimme die Tonleiter (Achte auf die Vorzeichen an den Noten!)","X:1 % L:1/4 % K:Em % E F G A B ^c ^d e","e Moll (nat.),e Moll (harm.),e Moll (mel.),h Moll (mel.)","e Moll (nat.),e Moll (harm.),e Moll (mel.),h Moll (mel.)","e Moll (mel.)"
tonleitern_moll_melodisch_lesen,3,"Bestimme die Tonleiter (Achte auf die Vorzeichen an den Noten!)","X:1 % L:1/4 % K:Dm % D E F G A =B ^c d","d Moll (nat.),d Moll (harm.),d Moll (mel.),g Moll (mel.)","d Moll (nat.),d Moll (harm.),d Moll (mel.),g Moll (mel.)","d Moll (mel.)"
tonleitern_vorzeichen_dur_lesen,1,"Welche Dur Tonart hat keine Vorzeichen?","X:1 % L:1/4 % K:C % C","C Dur,G Dur,F Dur,D Dur","C Dur,G Dur,F Dur,D Dur","C Dur"
tonleitern_vorzeichen_dur_lesen,2,"Welche Dur Tonart hat 1 Kreuz (#)?","X:1 % L:1/4 % K:G % G","C Dur,G Dur,D Dur,A Dur","C Dur,G Dur,D Dur,A Dur","G Dur"
tonleitern_vorzeichen_dur_lesen,3,"Welche Dur Tonart hat 1 B (b)?","X:1 % L:1/4 % K:F % F","C Dur,F Dur,B Dur,Es Dur","C Dur,F Dur,B Dur,Es Dur","F Dur"
tonleitern_vorzeichen_dur_lesen,4,"Welche Dur Tonart hat 2 Kreuze (##)?","X:1 % L:1/4 % K:D % D","G Dur,D Dur,A Dur,E Dur","G Dur,D Dur,A Dur,E Dur","D Dur"
tonleitern_vorzeichen_dur_lesen,5,"Welche Dur Tonart hat 2 B (bb)?","X:1 % L:1/4 % K:Bb % B","F Dur,B Dur,Es Dur,As Dur","F Dur,B Dur,Es Dur,As Dur","B Dur"
tonleitern_mix_dur_moll_lesen,1,"Um welchen Tonleiter Typ handelt es sich?","X:1 % L:1/4 % K:C % C D E F G A B c","Dur,Moll (natürlich),Moll (harmonisch),Moll (melodisch)","Dur,Moll (natürlich),Moll (harmonisch),Moll (melodisch)","Dur"
tonleitern_mix_dur_moll_lesen,2,"Um welchen Tonleiter Typ handelt es sich?","X:1 % L:1/4 % K:Am % A B c d e f g a","Dur,Moll (natürlich),Moll (harmonisch),Moll (melodisch)","Dur,Moll (natürlich),Moll (harmonisch),Moll (melodisch)","Moll (natürlich)"
tonleitern_mix_dur_moll_lesen,3,"Um welchen Tonleiter Typ handelt es sich?","X:1 % L:1/4 % K:Am % A B c d e f ^g a","Dur,Moll (natürlich),Moll (harmonisch),Moll (melodisch)","Dur,Moll (natürlich),Moll (harmonisch),Moll (melodisch)","Moll (harmonisch)"
tonleitern_mix_dur_moll_lesen,4,"Um welchen Tonleiter Typ handelt es sich?","X:1 % L:1/4 % K:Am % A B c d e ^f ^g a","Dur,Moll (natürlich),Moll (harmonisch),Moll (melodisch)","Dur,Moll (natürlich),Moll (harmonisch),Moll (melodisch)","Moll (melodisch)"
rhythmus_notenwerte_ganze_halbe_lesen,1,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % C4","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Ganze Note,Halbe Note","Ganze Note"
rhythmus_notenwerte_ganze_halbe_lesen,2,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % E2","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Ganze Note,Halbe Note","Halbe Note"
rhythmus_notenwerte_ganze_halbe_lesen,3,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % G4","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Ganze Note,Halbe Note","Ganze Note"
rhythmus_notenwerte_ganze_halbe_lesen,4,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % D2","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Ganze Note,Halbe Note","Halbe Note"
rhythmus_notenwerte_ganze_halbe_lesen,5,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % F4","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Ganze Note,Halbe Note","Ganze Note"
rhythmus_notenwerte_viertel_achtel_lesen,1,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % C","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Viertelnote,Achtelnote","Viertelnote"
rhythmus_notenwerte_viertel_achtel_lesen,2,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % E/2","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Viertelnote,Achtelnote","Achtelnote"
rhythmus_notenwerte_viertel_achtel_lesen,3,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % G","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Viertelnote,Achtelnote","Viertelnote"
rhythmus_notenwerte_viertel_achtel_lesen,4,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % D/2","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Viertelnote,Achtelnote","Achtelnote"
rhythmus_notenwerte_viertel_achtel_lesen,5,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % A","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Viertelnote,Achtelnote","Viertelnote"
rhythmus_notenwerte_16tel_32stel_lesen,1,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % C/4","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Sechzehntelnote,Zweiunddreißigstelnote","Sechzehntelnote"
rhythmus_notenwerte_16tel_32stel_lesen,2,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % E/8","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Sechzehntelnote,Zweiunddreißigstelnote","Zweiunddreißigstelnote"
rhythmus_notenwerte_16tel_32stel_lesen,3,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % G/4","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Sechzehntelnote,Zweiunddreißigstelnote","Sechzehntelnote"
rhythmus_notenwerte_16tel_32stel_lesen,4,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % D/8","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Sechzehntelnote,Zweiunddreißigstelnote","Zweiunddreißigstelnote"
rhythmus_notenwerte_16tel_32stel_lesen,5,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % A/4","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Sechzehntelnote,Zweiunddreißigstelnote","Sechzehntelnote"
rhythmus_notenwerte_alle_lesen,1,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % C4","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Ganze Note"
rhythmus_notenwerte_alle_lesen,2,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % D2","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Halbe Note"
rhythmus_notenwerte_alle_lesen,3,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % E","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Viertelnote"
rhythmus_notenwerte_alle_lesen,4,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % F/2","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Achtelnote"
rhythmus_notenwerte_alle_lesen,5,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % G/4","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Sechzehntelnote"
rhythmus_notenwerte_alle_lesen,6,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % A/8","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote","Zweiunddreißigstelnote"
rhythmus_pausen_ganze_halbe_lesen,1,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % x4","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Ganze Pause,Halbe Pause","Ganze Pause"
rhythmus_pausen_ganze_halbe_lesen,2,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z2","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Ganze Pause,Halbe Pause","Halbe Pause"
rhythmus_pausen_ganze_halbe_lesen,3,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % x4","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Ganze Pause,Halbe Pause","Ganze Pause"
rhythmus_pausen_ganze_halbe_lesen,4,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z2","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Ganze Pause,Halbe Pause","Halbe Pause"
rhythmus_pausen_viertel_achtel_lesen,1,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Viertelpause,Achtelpause","Viertelpause"
rhythmus_pausen_viertel_achtel_lesen,2,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z/2","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Viertelpause,Achtelpause","Achtelpause"
rhythmus_pausen_viertel_achtel_lesen,3,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Viertelpause,Achtelpause","Viertelpause"
rhythmus_pausen_viertel_achtel_lesen,4,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z/2","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Viertelpause,Achtelpause","Achtelpause"
rhythmus_pausen_16tel_32stel_lesen,1,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z/4","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Sechzehntelpause,Zweiunddreißigstelpause","Sechzehntelpause"
rhythmus_pausen_16tel_32stel_lesen,2,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z/8","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Sechzehntelpause,Zweiunddreißigstelpause","Zweiunddreißigstelpause"
rhythmus_pausen_16tel_32stel_lesen,3,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z/4","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Sechzehntelpause,Zweiunddreißigstelpause","Sechzehntelpause"
rhythmus_pausen_16tel_32stel_lesen,4,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z/8","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Sechzehntelpause,Zweiunddreißigstelpause","Zweiunddreißigstelpause"
rhythmus_pausen_alle_lesen,1,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % x4","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Ganze Pause"
rhythmus_pausen_alle_lesen,2,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z2","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Halbe Pause"
rhythmus_pausen_alle_lesen,3,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Viertelpause"
rhythmus_pausen_alle_lesen,4,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z/2","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Achtelpause"
rhythmus_pausen_alle_lesen,5,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z/4","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Sechzehntelpause"
rhythmus_pausen_alle_lesen,6,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z/8","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause","Zweiunddreißigstelpause"
rhythmus_punktiert_noten_lang_lesen,1,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % C6","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert","Ganze Note punktiert"
rhythmus_punktiert_noten_lang_lesen,2,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % D3","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert","Halbe Note punktiert"
rhythmus_punktiert_noten_lang_lesen,3,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % E3/2","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert","Viertelnote punktiert"
rhythmus_punktiert_noten_lang_lesen,4,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % G6","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert","Ganze Note punktiert"
rhythmus_punktiert_noten_lang_lesen,5,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % A3","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert","Halbe Note punktiert"
rhythmus_punktiert_noten_kurz_lesen,1,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % C3/4","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Achtelnote punktiert,Sechzehntelnote punktiert","Achtelnote punktiert"
rhythmus_punktiert_noten_kurz_lesen,2,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % D3/8","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Achtelnote punktiert,Sechzehntelnote punktiert","Sechzehntelnote punktiert"
rhythmus_punktiert_noten_kurz_lesen,3,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % E3/4","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Achtelnote punktiert,Sechzehntelnote punktiert","Achtelnote punktiert"
rhythmus_punktiert_noten_kurz_lesen,4,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % F3/8","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Achtelnote punktiert,Sechzehntelnote punktiert","Sechzehntelnote punktiert"
rhythmus_punktiert_noten_alle_lesen,1,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % C6","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Ganze Note punktiert"
rhythmus_punktiert_noten_alle_lesen,2,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % D3","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Halbe Note punktiert"
rhythmus_punktiert_noten_alle_lesen,3,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % E3/2","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Viertelnote punktiert"
rhythmus_punktiert_noten_alle_lesen,4,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % F3/4","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Achtelnote punktiert"
rhythmus_punktiert_noten_alle_lesen,5,"Welchen Notenwert siehst du?","X:1 % L:1/4 % K:C % G3/8","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Sechzehntelnote punktiert","Sechzehntelnote punktiert"
rhythmus_punktiert_pausen_lang_lesen,1,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z6","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert","Ganze Pause punktiert"
rhythmus_punktiert_pausen_lang_lesen,2,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z3","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert","Halbe Pause punktiert"
rhythmus_punktiert_pausen_lang_lesen,3,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z3/2","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert","Viertelpause punktiert"
rhythmus_punktiert_pausen_lang_lesen,4,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z6","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert","Ganze Pause punktiert"
rhythmus_punktiert_pausen_lang_lesen,5,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z3","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert","Halbe Pause punktiert"
rhythmus_punktiert_pausen_kurz_lesen,1,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z3/4","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Achtelpause punktiert,Sechzehntelpause punktiert","Achtelpause punktiert"
rhythmus_punktiert_pausen_kurz_lesen,2,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z3/8","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Achtelpause punktiert,Sechzehntelpause punktiert","Sechzehntelpause punktiert"
rhythmus_punktiert_pausen_kurz_lesen,3,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z3/4","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Achtelpause punktiert,Sechzehntelpause punktiert","Achtelpause punktiert"
rhythmus_punktiert_pausen_kurz_lesen,4,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z3/8","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Achtelpause punktiert,Sechzehntelpause punktiert","Sechzehntelpause punktiert"
rhythmus_punktiert_pausen_alle_lesen,1,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z6","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Ganze Pause punktiert"
rhythmus_punktiert_pausen_alle_lesen,2,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z3","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Halbe Pause punktiert"
rhythmus_punktiert_pausen_alle_lesen,3,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z3/2","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Viertelpause punktiert"
rhythmus_punktiert_pausen_alle_lesen,4,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z3/4","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Achtelpause punktiert"
rhythmus_punktiert_pausen_alle_lesen,5,"Welchen Pausenwert siehst du?","X:1 % L:1/4 % K:C % z3/8","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert,Sechzehntelpause punktiert","Sechzehntelpause punktiert"
rhythmus_mix_alle_lesen,1,"Welchen Noten- oder Pausenwert siehst du?","X:1 % L:1/4 % K:C % C4","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote,Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause,Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Ganze Pause,Halbe Pause,Viertelpause,Achtelpause","Ganze Note"
rhythmus_mix_alle_lesen,2,"Welchen Noten- oder Pausenwert siehst du?","X:1 % L:1/4 % K:C % z2","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote,Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause,Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Ganze Pause,Halbe Pause,Viertelpause,Achtelpause","Halbe Pause"
rhythmus_mix_alle_lesen,3,"Welchen Noten- oder Pausenwert siehst du?","X:1 % L:1/4 % K:C % E","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Sechzehntelnote,Zweiunddreißigstelnote,Ganze Pause,Halbe Pause,Viertelpause,Achtelpause,Sechzehntelpause,Zweiunddreißigstelpause,Ganze Note punktiert,Halbe Note punktiert,Viertelnote punktiert,Achtelnote punktiert,Ganze Pause punktiert,Halbe Pause punktiert,Viertelpause punktiert,Achtelpause punktiert","Ganze Note,Halbe Note,Viertelnote,Achtelnote,Ganze Pause,Halbe Pause,Viertelpause,Achtelpause","Viertelnote"
